Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"構造","こうぞう","こう.ぞう","structure, construction.","この増加に加えて、世界の経済構造の変化があった。","Along with this increase, there has been a change in the world's economic organization.","結構, 構成, 機構, 製造, 改造, 荷造り"
"小僧","こぞう","こ.ぞう","youngster, boy.","また僕をかつごうとしているのかい、このいたずら小僧め。","Are you going to play tricks on me again, you naughty boy?","小鳥, 小屋, 小説, 僧侶, 尼僧, 高僧, 小学校"
"怪","かい","かい","mystery, wonder.","ラグビーをしているとき、彼はけがをした。","Playing rugby, he got injured.",""
"統計","とうけい","とう.けい","statistics, statistical.","中国のＧＤＰ統計はオオカミ少年か。","Are the Chinese GDP figures a case of the boy crying wolf?","伝統, 統一, 系統, 時計, 会計, 計画, 計算, 大統領"
"選ぶ","えらぶ","えら","to choose, to select.","どうやって新鮮な魚をえらぶのですか。","How can I pick out fresh fish?","選手, 選択, 選挙, 抽選"
"茂る","しげる","しげ","to grow thickly, to be in full leaf.","丘には低い木がたくさん茂っている。","Lots of low trees grow on the hill.","繁茂"
"雑草","ざっそう","ざっ.そう","weed, tenacity of weeds.","雑草が急に生えた。","Weeds sprang up in the garden.","複雑, 雑誌, 雑巾, 混雑, 雑音, 草履, 草花, 草原, 仕草"
"生い先","おいさき","お..さき","one's future.","","","学生, 先月, 先週, 誕生日, 真っ先, 一生懸命"
"地図","ちず","ち.ず","map, atlas.","どこへ行けばヨーロッパの地図が手に入りますか。","Where can I obtain a map of Europe?","地震, 生地, 地理, 地下鉄, 図書館, 図々しい"
"員","いん","いん","member, (total) number (of people or things).","彼はまったくの民主党員だ。","He is heart and soul a Democrat.",""
"以前","いぜん","い.ぜん","before, prior to.","最善を尽くしますが、よくいっても木曜以前に終える事は出来ません。","I'll do my best, but I'll not be able to finish it before Thursday at best.","以下, 以内, 以上, 以外, 午前, 名前, 前進"
"建てる","たてる","た","to build, to construct.","この寺院は７８０年に建てられた。","This temple dates back to 780.","建設, 建物, 建築, 二階建て"
"調子","ちょうし","ちょう.し","tune, tone.","あなたの新しい車は調子よく動いていますか。","Is your new car behaving well?","順調, 調査, 帽子, 子供, 双子, 椅子, 王子"
"体調","たいちょう","たい.ちょう","physical condition, state of health.","最近あまり体調が良くないの。","I have not felt well recently.","大体, 体裁, 一体, 全体, 順調, 調査, 調子"
"家事","かじ","か.じ","housework, domestic chores.","私達は、家事を分担することで合意した。","We agreed to share the housework.","家族, 家賃, 家庭, 事故, 仕事, 見事, 事務所"
"火事","かじ","か.じ","fire, conflagration.","火事の際は１１９番に電話してください。","In the case of fire, dial 119.","花火, 火傷, 事故, 仕事, 見事, 火曜日, 事務所"
"場","ば","ば","place, spot.","場が白けた。","The party grew chilly.",""
"鳴る","なる","な","to sound, to ring.","電話は繰り返し鳴っていた。","The telephone rang repeatedly.","悲鳴, 共鳴"
"折る","おる","お","to break, to fracture.","最後のわら一本がらくだの背骨を折る。","The last straw breaks the camel's back.","骨折, 時折, 折角"
"側","そば","そば","near, close.","あの窓のそばの机は使うな。","Don't use the desk by that window.",""
"蕎麦","そば","そば","buckwheat (Fagopyrum esculentum), soba.","長野にいる友人を訪問した際、おいしいそばをごちそうになった。","When I visited my friend in Nagano, I was treated to delicious soba.","小麦, 小麦粉"
"傍観","ぼうかん","ぼう.かん","looking on, standing by and watching.","世間はいつまでこれらの暴虐を傍観し続けるのか。","How long can the world stand by and watch these atrocities?","傍聴, 傍受, 観客, 観光, 観察, 観測, 観念, 傍若無人"
"徹夜","てつや","てつ.や","staying up all night, after staying up all night.","私はよく徹夜する。","I often stay up all night.","徹底, 今夜, 夜中, 夜明け"
"専門","せんもん","せん.もん","speciality, specialty.","それは専門家に任せたほうがいいよ。","Leave that job to the experts!","専攻, 専用, 専務, 正門, 部門, 鳴門"
"減る","へる","へ","to decrease (in size or number), to diminish.","会員は５人に減った。","The number of members decreased to five.","加減, 増減, 減少"
"知識","ちしき","ち.しき","knowledge, information.","私のドイツ語の知識は貧弱です。","My knowledge of German is poor.","知恵, 知事, 意識, 常識, 標識, 認識, ご存知"
"感想","かんそう","かん.そう","impressions, thoughts.","ゲームについてのご感想は？","How did you feel about the game?","感覚, 感謝, 感情, 感動, 愛想, 思想, 想像, 理想, 可哀想"
"大食","たいしょく","たい.しょく","gluttony, eating heavily.","かぜには大食、熱には小食。","Feed a cold and starve a fever.","大学, 大勢, 大人, 食堂, 食器, 大使館, 大好き, 食べ物, 食料品"
"程度","ていど","てい.ど","degree, amount.","この程度のお金じゃ長くは持たないだろう。","This sum of money won't go far.","過程, 日程, 課程, 今度, 度々, 支度, 丁度, 方程式"
"利便","りべん","り.べん","convenience, user-friendliness.","","","便利, 利用, 権利, 不利, 利益, 郵便, 不便, 郵便局"
"利","り","り","advantage, benefit.","漁夫の利を占める。","A third party makes off with the profits.",""
"後味","あとあじ","あと.あじ","aftertaste.","そのオレンジは後味が変だった。","The orange left a strange taste in my mouth.","午後, 後者, 意味, 興味, 美味しい"
"茶","ちゃ","ちゃ","tea, tea plant (Camellia sinensis).","茶はインドで広く栽培されている。","Tea is widely grown in India.",""
"静か","しずか","しず","quiet, silent.","キャプテンは静かにするように命じた。","The captain commanded silence.","冷静, 静止, 安静"
"特集","とくしゅう","とく.しゅう","feature (e.g. newspaper), special edition.","次号では離婚について特集します。","The next issue will feature articles on divorce.","特急, 特別, 特許, 特徴, 集団, 集中, 集会"
"版権","はんけん","はん.けん","copyright, publishing rights.","この本はまだ版権が生きている。","This book is still copyrighted.","出版, 版画, 初版, 権利, 権威, 権限, 権力, 政権"
"権","けん","けん","right (to do something), authority.","息子は二人とも王位継承権があると主張した。","Both sons pretended to the throne.",""
"権利","けんり","けん.り","right, privilege.","あなたにはそこに行く権利がない。","You have no right to go there.","権威, 権限, 権力, 政権, 便利, 利用, 不利, 利益"
"権益","けんえき","けん.えき","(one's) interests.","","","権利, 権威, 権限, 権力, 政権, 利益, 益々, 有益, 損益, 不利益"
"蔵","くら","くら","warehouse, storehouse.","買い物を済ませてしまったら電話します。","I will call you when I have done my shopping.",""
"並ぶ","ならぶ","なら","to line up, to stand in a line.","列に並んで長い間待たされた後、身分証明として正式な出生証明書が必要だといわれた。","After a long wait in line, she was told she should get a certified copy of her birth certificate as identification.","並木, 並行, 軒並み"
"作業","さぎょう","さ.ぎょう","work, operation.","私がいない間も作業を続けなさい。","Carry on working while I'm away.","作文, 作家, 作品, 授業, 工業, 産業, 卒業, 営業"
"気になる","きになる","き","to weigh on one's mind, to bother one.","気になる男性の性欲を刺激するにはどうすればよいのでしょうか？","What should I do to arouse desire in the man I'm interested in?","元気, 気配, 湯気, 気質, 天気"
"成る","なる","な","to become, to get.","あなたがいなくなるととても寂しくなります。","When you go, I'll miss you very much.","完成, 構成, 賛成, 成功, 成人"
"浅い","あさい","あさ","shallow, superficial.","この川はあそこで浅くなっている。","This river becomes shallow at that point.","浅瀬, 浅見, 遠浅"
"親父","おやじ","おや.じ","one's father, one's old man.","親父はじっと私の顔を見た。","Father looked me full in the face.","両親, 父親, 親切, 祖父, 父母, お祖父さん"
"母親","ははおや","はは.おや","mother, mothering.","その女の子は彼女の母親と似ている。","The girl resembles her mother.","祖母, 父母, 両親, 父親, 親切, お祖母さん"
"返し","かえし","かえ","reversal, return.","お金は明日返すよ。","I'll give you back the money tomorrow.","返事, 返還, 裏返す, 繰り返す"
"滞在","たいざい","たい.ざい","stay, sojourn.","いまおじの家に滞在しています。","I'm now staying at my uncle's.","渋滞, 停滞, 滞納, 延滞, 現在, 存在, 在学"
"前掛け","まえかけ","まえ.か","apron (waist-down), waist apron.","","","午前, 名前, 以前, 前進, 心掛け, 手掛かり, 大掛かり"
"着物","きもの","き.もの","kimono, Japanese traditional clothing (esp. full-length).","これは、母が買ってくれたたった一枚の着物です。","This is the only kimono that my mother bought me.","到着, 上着, 着工, 建物, 動物, 物質, 荷物, 果物"
"応える","こたえる","こた","to respond, to answer.","あなたは御両親の期待に応えるべきだ。","You ought to live up to your parents' hopes.","反応, 応援, 一応, 相応しい"
"悲鳴","ひめい","ひ.めい","shriek, scream.","蛇をみたとき、彼女は悲鳴をあげた。","She screamed when she saw a snake.","悲劇, 悲惨, 悲観, 共鳴"
"駆け付ける","かけつける","か..つ","to run to, to come running.","彼女は急いで彼の病床へ駆けつけた。","She came hurrying to his bedside.","駆使, 寄付, 日付, 受付, 駆け足, 駆け引き, 見付ける, 片付ける"
